input,output
After-work drinks planned,The sound of clinking glasses as coworkers toast to a successful week
After-work drinks planned,The sound of laughter and clinking glasses
After-work drinks planned,The sound of laughter and conversation
After-work drinks planned,The taste of a cold beer
After-work drinks planned,The taste of a cold beer after a long day
After-work drinks planned,The taste of a cold beer after a long day of work
Angry car horns,"A car horn honking in quick succession, like someone is having a temper tantrum"
Angry car horns,"A car horn that is so annoying, it makes you want to scream"
Angry car horns,"A car horn that is so loud, it makes you jump"
Angry car horns,A blaring car horn that makes your ears ring
Angry car horns,A blaring car horn that pierces your eardrums
Angry car horns,A blaring horn that makes your ears ring
Angry car horns,A car horn blaring so loudly that it makes your ears ring
Angry car horns,A car horn that is so long and drawn out that it feels like it will never stop
Angry car horns,A car horn that is so loud that it makes you jump out of your skin
Angry car horns,A car horn that is so loud that it makes you want to scream back
Angry car horns,A car horn that is so loud that it makes your heart race
Angry car horns,A car horn that is so obnoxious that it makes you want to scream
Angry car horns,A car horn that is so shrill that it makes you feel like you're going to have a panic attack
Angry car horns,A driver yelling obscenities out of their car window
Angry car horns,A pedestrian jumping out of the way of an oncoming car
Angry car horns,The blare of a car horn as it cuts you off in traffic
Angry car horns,The feeling of your heart pounding in your chest
Angry car horns,The screeching sound of a car horn as someone gets rear-ended
Angry car horns,The sight of a driver gesturing wildly at another driver
Angry car horns,The smell of burning rubber and exhaust
Angry car horns,The smell of burning rubber as someone peels out of a parking spot
Angry car horns,The smell of exhaust fumes
Angry car horns,The sound of a car horn blaring as a driver tries to get your attention because they need to merge lanes
Angry car horns,The sound of a car horn blaring incessantly at a driver who is parked in a no parking zone
Angry car horns,The sound of a car horn blaring so loud that it makes your ears ring
Angry car horns,The sound of a car horn blending in with the background noise of a busy city street
Angry car horns,The sound of a car horn cutting off abruptly as the driver slams on the brakes
Angry car horns,The sound of a car horn cutting through the sound of traffic
Angry car horns,The sound of a car horn drowning out the sound of a siren
Angry car horns,The sound of a car horn that is so long that it feels like it's never going to stop
Angry car horns,The sound of a car horn that is so loud it makes your heart race
Angry car horns,The sound of someone shouting obscenities at the other driver
Animal tracks in mud,"The deep, wide footprints of a deer"
Animal tracks in mud,"The mud is still wet, so it squishes between your toes as you walk through it"
Animal tracks in mud,"The smooth, rounded footprints of a turtle"
Animal tracks in mud,"The tracks are filled with water, and the water is reflecting the sunlight in a rainbow of colors"
Animal tracks in mud,A faint breeze rustling the leaves of the trees
Animal tracks in mud,The delicate paw prints of a rabbit
Animal tracks in mud,The distinct smell of wet dog fur
Animal tracks in mud,The feeling of cold mud squishing between your toes
Animal tracks in mud,The feeling of mud squishing between your toes
Animal tracks in mud,The feeling of squishy mud between your toes
Animal tracks in mud,The feeling of the mud squishing between your toes
Animal tracks in mud,The intricate patterns of a bird's footprints
Animal tracks in mud,The musty smell of wet fur
Animal tracks in mud,The sharp claws of a cat
Animal tracks in mud,The sharp smell of wet dog fur
Animal tracks in mud,The sight of a deer drinking from a puddle
Animal tracks in mud,The sight of a paw print next to a human footprint
Animal tracks in mud,The sight of a small animal scurrying away into the bushes
Animal tracks in mud,The sight of paw prints that lead into the woods
Animal tracks in mud,The smell of wet earth and decaying leaves
Animal tracks in mud,The smell of wet fur
Animal tracks in mud,The sound of a bird chirping in the distance
Animal tracks in mud,The taste of a fresh apple
Animal tracks in mud,The taste of dirt on your lips
Animal tracks in mud,The taste of mud on your lips
Animal tracks in mud,You can hear the animal's heartbeat in your ears
Animal tracks in mud,You can smell the animal's scent in the air
Anticipation builds,"A crowd of people gathered around, waiting for something to happen"
Anticipation builds,"The sight of a crowd of people gathered around a stage, waiting for the show to begin"
Anticipation builds,A knot in your throat
Anticipation builds,A sense of urgency
Anticipation builds,Anticipation building in the pit of your stomach as you wait for the results of a test
Anticipation builds,Anticipation growing like a wave
Anticipation builds,The feel of your heart pounding in your chest
Anticipation builds,The feeling of butterflies in your stomach
Anticipation builds,The feeling of your heart pounding in your chest
